sentence,label
　　162、人生是苦短的，没必要和生活过于计较，学会理解残缺，是人生的成熟。人无完人，缺憾是人生的常态。那份恬淡就像轻轻走过的岁月，不染风尘，心若简单纯净，则万物皆美。心泉清，清而远，远而豁达，豁达以至远。,1
被人恶意举报，感到很冤枉。,0
这里有三个人,2
　　259、“面朝大海，春暖花开。”它是一种境界，是一个诗人用自己的生命所诠释出来的境界，不要轻易得去丢弃它。,1
公园设施老化，游客体验差。,0
“人间清醒”的我们，懂得珍惜每一个当下。,1
26. 坚持不懈的努力终将获得回报，让我们一起努力前行。,1
保持微笑，让生活充满阳光。,1
36. 在每一个结束中，都蕴藏着新的开始，勇敢面对未来。,1
12. 失败只是成功之路上的一个路标，别放弃，继续前行吧！,1
用爱和善良的心态面对世界，会让生活更美好。,1
122. 我的脸上长痘痘了，对自己的皮肤状况感到沮丧。,0
我的精神状态不稳定。,0
我每周去一次健身房,2
　　97、虽说是谁的青春不迷茫，但你迷茫的原因往往只有一个：那就是在本该拼命去努力的年纪，想得太多，做得太少。,1
　　85、职责是从此刻开始就要承担的，父母不再年轻，能回报的时候及时回报，不要总觉得时间还很多，岁月不等人。,1
每一次努力都会在未来变成珍贵的回忆。,1
孩子成绩下滑，担心死了。,0
　　22、没有能回去的感情，就算真的回去了，你也会发现，一切已经面目全非。唯一能回去的，只是存于心底的记忆。,1
凑合的水平。,2
我的工作压力好大。,0
91. 我的冰箱坏了，里面的食物都变质了。,0
孩子们在操场上尽情玩耍，充满了欢声笑语。,1
我相信自己的未来会更加美好，因为我知道自己有足够的才华和能力去创造幸福！,1
19. 相信自己的力量，你一定能创造奇迹的。,1
餐厅已经满了,2
感恩的心让我们更加懂得珍惜。,1
我的脖子僵硬。,0
“躺平”不是放弃，而是为了更好地调整自己。,1
做一个有责任心的人，让社会更加和谐。,1
健康的生活习惯让我们更加充满活力。,1
与亲人共度美好时光，让生活充满幸福。,1
刚买的新鞋，穿了一次就开胶了，质量也太差了。,0
信念让我们勇往直前。,1
我的体重增加了。,0
每一次“挑战”，都是对自我的一种超越。,1
听到你取得成功的消息，我感到由衷的高兴和鼓舞！,1
总是会遇到一些困难，但也能够克服。,2
今天的你，“美美哒”，让人眼前一亮。,1
今天的你，“A爆”全场，自信满满。,1
我的房租又涨了。,0
　　240、没有创造的生活不能算生活，只能算活着。,1
电影剧情无聊，观众纷纷离场。,0
　　263、坚持把简单的事情做好，就是不简单！坚持把平凡的事情做好，就是不平凡！所谓成功，就是简单事情坚持做，重复做，用心做，在平凡中做出不平凡的坚持！,1
4. 别停下脚步，即使路途艰难，但只有坚持下去，咱们才能看到彩虹！,1
这场雨真是让人心情都湿透了。,0
信念破灭，不知道还能坚持多久。,0
　　49、如果心胸不似海，又怎能有海一样的事业。,1
　　75、所谓的人间烟火，就是这样—个能够时而温暖时而冷漠的词语，所谓的人间，就是这样时而光明时而黑暗的时刻。,1
我的钱包被偷了，里面的所有东西都没了，真是倒了大霉。,0
城市的空气质量严重下降。,0
爱护环境，让地球更加美丽。?… …,1
“绝绝子”的创意，总能点亮生活的色彩。,1
　　99、生活在一个城市里，或者爱一个人，又或者做某件事，时间久了，就会觉得厌倦，就会有一种想要逃离的冲动。,1
每一次挑战都是人生成长的机会。,1
这个小区的噪音太大，晚上都没法好好休息。,0
我的航班取消了。,0
　　80、当世界给草籽重压时，它总会用自己的方法破土而出。,1
我的牙龈出血了。,0
我的电脑突然蓝屏了，里面的资料全都没了。,0
我们在吃午饭,2
这个旅游景点管理太混乱，安全隐患很大。,0
每一次“摸鱼”的休息，都是为了更好地出发。,1
我的自行车被偷了。,0
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
63. 用一颗善良的心去对待他人，让世界更加美好。,1
每一次努力都是一次积累，终将会有收获。,1
10. 雨后的大地散发着清新的气息，让人心旷神怡。,1
展览将持续到月底,2
微笑背后隐藏着无尽的悲伤。,0
学习的压力让人喘不过气来。,0
我感觉自己的工作没有任何意义，每天都过得毫无生气。,0
35. 用心灵的美好去温暖他人，分享快乐与爱。,1
　　68、待人对事不要太计较，如果太计较就会有悔恨！,1
生活中有些琐事需要处理，但也习惯了。,2
133. 我感到沮丧绝望，好像一切都失去了意义。,0
社会上存在一些问题，但也有人在努力改变。,2
生活中有些琐事需要处理，但也习惯了。,2
"26. ""生活不是要等待暴风雨过去，而是要学会在雨中跳舞。""我在逆境中寻找乐趣。",1
菜市场的东西越来越贵，买不起啊。,0
　　173、只有朋友能容忍你的一切，在你悲伤的时候默默地听着你的诉苦。多谢你，让我知道，友情比爱情还要地久天长。,1
相信自己的内在力量，你将无所不能。,1
　　78、幸福和幸运是需要代价的，天下没有免费的午餐！,1
用积极的心态面对挑战，你会发现自己的勇气。,1
朋友之间的疏远让人感到孤独。,0
80. 每一次困难都是人生的历练，不要害怕面对它。,1
朋友的支持让我们更加坚定。,1
我们正在学习,2
悲观的心态让人陷入困境。,0
我的工作压力好大。,0
感恩的心渐渐被怨恨所取代。,0
90. 在每一次失败中汲取经验，在每一次成功中感受成就。,1
　　35、所有的胜利，与征服自己的胜利比起来，都是微不足道。所有的失败，与失去自己的失败比起来，更是微不足道。,1
保持微笑，让生活充满阳光。,1
132. 我感到焦虑不安，事情总是不如意。,0
17. 信心是成功的保证，勇敢向前，胜利属于我们。,1
19. 邻居家的孩子考上了名牌大学，真是一件喜事。,1
今天心情像“锦鲤附体”，好运连连，事事顺心！,1
乐于助人，让我们的世界更加美好。,1
我的嘴角裂了。,0
不健康的生活习惯让人身心疲惫。,0
136. 我感到自卑无力，对自己的能力感到怀疑。,0
这家商场的东西价格太贵，买不起啊！,0
这个问题虽然有挑战性，但我相信我有足够的智慧和能力去解决它。,1
部分市民在公共场所吸烟，影响他人健康。,0
每一次挑战都是一次机会，我会从中学到更多，变得更加成熟和坚强！,1
我的体重增加了。,0
82. 用一颗感恩的心去对待生活，它会回馈你更多的美好。,1
餐馆的食物太难吃，简直是浪费钱。,0
充满激情和信心，我们能够战胜一切困难。,1
“锦鲤附体”的我，今天运气爆棚！,1
"16. ""不要因为结束而哭泣，微笑吧，为你的曾经拥有。""我珍惜过去，期待未来。",1
"21. ""人生就像一杯咖啡，苦中带甜。""我品味生活中的每一种味道。",1
69. 每一次挑战都是成长的机会，不要害怕面对它。,1
　　224、在真实的性命里，每桩伟业都由信心开始，并由信心跨出第一步。,1
74. 我的电脑突然死机，还没保存的工作全没了。,0
每天都面对着无法解决的问题，简直让我感到绝望。,0
总是被人利用，感到无助。,0
　　76、生命之舟将应对险滩，应对激流，弱者会选择逃避和放弃，而强者则会选择应对和挑战。人生中无限的乐趣都在于对人生的挑战之中迸出不衰的光芒。,1
这个小区的物业太不负责任，投诉了也没人管。,0
　　275、生命是需要奋斗的，奋斗与不奋斗，造就的结果截然不一样。生无所息，持续奋斗的姿态，让世界变得如此灿烂，让你的人生绚烂多姿。千万不能满足小溪的平缓，否则你也就满足了自己的平庸，只有欣赏到山峰的险峻，才有机会欣赏自己。,1
拥有一颗感恩的心，会让生活更加丰富多彩。,1
这个城市的环境真的很糟糕，污染严重，让人感到窒息。,0
梦想是我们生命的指南针，让我们勇敢地追逐它。,1
社会上太多不公和不平等，让人心痛。,0
让我们的生活充满感激之情，因为这是最大的幸福。,1
今天的阳光真温暖，让人心情愉悦。,1
电梯发生坠落事故，造成人员伤亡。,0
我觉得自己的工作毫无挑战性，简直就是在浪费时间。,0
　　225、我走得很慢！但我从不后退！,1
保持“初心不改”，继续前行。,1
"49. ""不经历风雨，怎能见彩虹？""我知道每一次挫折都是成长的机会。",1
那个是旧的,2
今天的你，是“闪闪发光”的！,1
这趟火车晚点了，害得我在车站等了好几个小时。,0
今天的阳光真温暖，让人心情愉悦。,1
信念的破灭让人感到迷茫。,0
我相信每一次挑战都是一次历练，我会从中汲取力量，变得更加成熟和自信！,1
我在等公交车,2
　　65、让生活的句号圈住的人，是无法前时半步的。,1
健康的生活方式让我们更加快乐。,1
　　35、所有的胜利，与征服自己的胜利比起来，都是微不足道。所有的失败，与失去自己的失败比起来，更是微不足道。,1
